MAP 0.0178583330871
MrecR 0.0276778793124
1          0.0073 0.0049	7607@203 91738@205
2          0.0087 0.0065	173063@154 103511@268 75042@320 189309@347
3          0.1250 0.1250	11367@8
4          0.0129 0.0135	119776@74 57994@163
5          0.1020 0.5000	81157@2 181775@42 170263@204 41706@250 27143@323 196416@334
6          0.0000 0.0000	
7          0.0000 0.0000	
8          0.0000 0.0000	
9          0.0112 0.0112	89469@89
10         0.0096 0.0096	189156@104
11         0.0000 0.0000	
12         0.0000 0.0000	
13         0.0000 0.0000	
14         0.0032 0.0032	131182@312
15         0.0000 0.0000	
16         0.0000 0.0000	
17         0.0000 0.0000	
18         0.0000 0.0000	
19         0.0038 0.0038	125309@265
20         0.0000 0.0000	
21         0.0000 0.0000	
22         0.0168 0.0400	103500@25 63747@270 54624@291 13004@332 207450@355
23         0.0000 0.0000	
24         0.0000 0.0000	
25         0.0000 0.0000	
26         0.0000 0.0000	
27         0.0856 0.2000	90762@5 172813@40 208651@440
28         0.0312 0.0312	53361@32
29         0.0000 0.0000	
30         0.0036 0.0036	196236@276
31         0.0000 0.0000	
32         0.0000 0.0000	
33         0.0000 0.0000	
34         0.0025 0.0025	10301@403
35         0.0000 0.0000	
36         0.0000 0.0000	
37         0.0031 0.0031	73967@327
38         0.0000 0.0000	
39         0.0000 0.0000	
40         0.0387 0.0556	55981@18 102486@38 169201@102 191285@152 59486@157 125036@166
41         0.0084 0.0041	27740@242 96890@249 119303@323 17390@333
42         1.0000 1.0000	88902@1
43         0.0000 0.0000	
44         0.0000 0.0000	
45         0.0000 0.0000	
46         0.0000 0.0000	
47         0.0409 0.0278	6773@36 121030@37
48         0.0000 0.0000	
49         0.0443 0.0204	198942@49 37353@67 212805@69 45519@70 57798@71
50         0.0000 0.0000	
51         0.0000 0.0000	
52         0.0000 0.0000	
53         0.0000 0.0000	
54         0.0000 0.0000	
55         0.0000 0.0000	
56         0.0000 0.0000	
57         0.0086 0.0035	96229@287 27821@289 218873@293 407@295
58         0.0000 0.0000	
59         0.0200 0.0200	167986@50
60         0.0000 0.0000	
61         0.0000 0.0000	
62         0.0000 0.0000	
63         0.0000 0.0000	
64         0.0000 0.0000	
65         0.0000 0.0000	
66         0.0000 0.0000	
67         0.0649 0.0526	90219@19 196268@26 23744@46
68         0.2659 0.5000	194443@2 108896@5 71656@20 76086@25 86663@28 4580@29
69         0.0000 0.0000	
70         0.0000 0.0000	
71         0.0000 0.0000	
72         0.2786 0.2500	132602@4 85949@5 197800@14 210578@16
73         0.0000 0.0000	
74         0.0000 0.0000	
75         0.0000 0.0000	
76         0.0000 0.0000	
77         0.0000 0.0000	
78         0.0000 0.0000	
79         0.0000 0.0000	
80         0.0500 0.0500	1085@20
81         0.0000 0.0000	
82         0.0000 0.0000	
83         0.0140 0.0233	96556@43 61211@119 113590@399 56000@466
84         0.0000 0.0000	
85         0.0164 0.0164	24887@61
86         0.0000 0.0000	
87         0.0000 0.0000	
88         0.0000 0.0000	
89         0.0000 0.0000	
90         0.0000 0.0000	
91         0.0000 0.0000	
92         0.0000 0.0000	
93         0.0000 0.0000	
94         0.0044 0.0030	144129@334 193784@340
95         0.0000 0.0000	
96         0.0000 0.0000	
97         0.0000 0.0000	
98         0.0000 0.0000	
99         0.0037 0.0030	41004@331 120361@457
100        0.0021 0.0021	25947@468
101        0.0151 0.0061	105970@165 190793@199 178810@200 73125@202 107365@203
102        0.0000 0.0000	
103        0.0000 0.0000	
104        0.0000 0.0000	
105        0.0000 0.0000	
106        0.0000 0.0000	
107        0.0417 0.0417	192334@24
108        0.1008 0.3333	107946@3 45267@79 124897@132 13505@183
109        0.0604 0.1111	124399@9 43644@205
110        0.0000 0.0000	
111        0.0000 0.0000	
112        0.0000 0.0000	
113        0.0000 0.0000	
114        0.0000 0.0000	
115        0.0000 0.0000	
116        0.0000 0.0000	
117        0.1460 0.2000	83825@5 158202@7 223025@12 22077@33 159644@40 82061@41 26924@43 41379@76 131579@94 12857@134 213475@276
118        0.0000 0.0000	
119        0.0667 0.0667	21887@15
120        0.0000 0.0000	
121        0.0053 0.0053	200723@188
122        0.0000 0.0000	
123        0.0000 0.0000	
124        0.0000 0.0000	
125        0.0000 0.0000	
126        0.0316 0.0256	20685@39 164440@44 79922@126
127        0.5000 0.5000	103722@2
128        0.0000 0.0000	
129        0.0000 0.0000	
130        0.0000 0.0000	
131        0.0000 0.0000	
132        0.0000 0.0000	
133        0.0000 0.0000	
134        0.0036 0.0036	12207@275
135        0.0000 0.0000	
136        0.0068 0.0053	146059@188 89273@242
137        0.0000 0.0000	
138        0.1429 0.1429	40205@7
139        0.0027 0.0027	88849@377
140        0.0000 0.0000	
141        0.0000 0.0000	
142        0.0036 0.0036	180731@281
143        0.0000 0.0000	
