MAP 0.0234887567426
MrecR 0.0319861942725
1          0.0396 0.0233	87433@43 68212@44 351764@60
2          0.2500 0.2500	243463@4
3          0.0109 0.0109	14397@92
4          0.0000 0.0000	
5          0.0108 0.0090	364455@111 304654@210 69523@215
6          0.0000 0.0000	
7          0.0104 0.0104	383819@96
8          0.5833 0.5000	12985@2 319911@3
9          0.0192 0.0192	25591@52
10         0.0000 0.0000	
11         0.0169 0.0123	151156@81 217191@93
12         0.0056 0.0056	30292@180
13         0.0000 0.0000	
14         0.0000 0.0000	
15         0.0066 0.0066	288653@152
16         0.0054 0.0054	252395@185
17         0.0033 0.0033	309550@305
18         0.0186 0.0204	46535@49 254212@105 95044@125 319945@369
19         0.0000 0.0000	
20         0.0161 0.0123	307098@81 348798@102 269504@215 201768@224 264858@299
21         0.0024 0.0024	177172@410
22         0.0000 0.0000	
23         0.0091 0.0063	316985@160 373012@167
24         0.0353 0.0714	308096@14 77024@106 110310@191
25         0.0117 0.0056	87433@180 68212@191 221730@255 244143@257 248603@331
26         0.0000 0.0000	
27         0.0228 0.0357	245936@28 334240@201
28         0.1389 0.1111	14397@9 91177@12
29         0.0000 0.0000	
30         0.0000 0.0000	
31         0.0079 0.0079	78736@126
32         0.0000 0.0000	
33         0.0044 0.0036	25150@274 123630@381
34         0.0000 0.0000	
35         0.0000 0.0000	
36         0.0095 0.0095	12985@105
37         0.0079 0.0079	14397@127
38         0.0000 0.0000	
39         0.2335 0.2000	314086@5 24825@11 38941@12 165401@14 357810@20
40         0.0000 0.0000	
41         0.0071 0.0049	217471@205 14397@213
42         0.0000 0.0000	
43         0.0100 0.0092	178632@109 34195@186
44         0.0033 0.0033	22636@299
45         0.0546 0.0909	337757@11 191309@109
46         0.0000 0.0000	
47         0.0000 0.0000	
48         0.0084 0.0114	61500@88 327320@308 307140@415
49         0.0000 0.0000	
50         0.0000 0.0000	
51         0.0000 0.0000	
52         0.0000 0.0000	
53         0.0000 0.0000	
54         0.0000 0.0000	
55         0.0049 0.0037	307202@267 244143@331
56         0.0000 0.0000	
57         0.0028 0.0028	38941@356
58         0.0035 0.0035	295919@283
59         0.0000 0.0000	
60         0.0000 0.0000	
61         0.0000 0.0000	
62         0.0000 0.0000	
63         0.0455 0.0455	310063@22
64         0.0091 0.0091	152219@110
65         0.5044 1.0000	70235@1 2078@226
66         0.0056 0.0056	300484@180
67         0.0281 0.0833	342722@12 190006@91 186533@92 364125@252 52478@307 374972@317 142093@363 97972@367 87433@388
68         0.0000 0.0000	
69         0.0000 0.0000	
70         0.0000 0.0000	
71         0.5000 0.5000	370454@2
72         0.0557 0.0400	220258@25 82712@28
73         0.1714 0.1429	310606@7 359892@10
74         0.0000 0.0000	
75         0.0000 0.0000	
76         0.0098 0.0098	66537@102
77         0.0144 0.0098	303749@102 276551@105
78         0.0727 0.1000	31349@10 255057@44
79         0.0280 0.0189	82712@53 309217@54
80         0.0344 0.0286	317679@35 273412@54 187193@96 254100@98
81         0.0025 0.0025	357810@406
82         0.0000 0.0000	
83         0.0000 0.0000	
84         0.0243 0.0164	165467@61 23536@62
85         0.0000 0.0000	
86         0.0610 0.0370	14397@27 25150@29 319911@39
87         0.0038 0.0038	175928@260
88         0.0000 0.0000	
89         0.0000 0.0000	
90         0.0000 0.0000	
91         0.2500 0.2500	345345@4
92         0.0000 0.0000	
93         0.0076 0.0076	207935@132
94         0.0000 0.0000	
95         0.0000 0.0000	
96         0.0000 0.0000	
97         0.0000 0.0000	
98         0.0026 0.0026	177172@390
99         0.0000 0.0000	
100        0.0000 0.0000	
101        0.0000 0.0000	
102        0.0000 0.0000	
103        0.0000 0.0000	
104        0.0940 0.0714	327563@14 24825@21 38941@26
105        0.0196 0.0196	311604@51
106        0.0214 0.0357	119913@28 231280@282
107        0.0000 0.0000	
108        0.0000 0.0000	
109        0.0042 0.0038	378590@264 151596@427
110        0.0543 0.0833	264376@12 204126@31 127453@199
111        0.0000 0.0000	
112        0.0116 0.0089	327677@112 55388@140
113        0.0050 0.0035	207935@283 334187@309
114        0.0000 0.0000	
115        0.0192 0.0192	183736@52
116        0.0125 0.0125	86209@80
117        0.0000 0.0000	
118        0.0000 0.0000	
119        0.0000 0.0000	
120        0.0338 0.0435	38327@23 259418@52 322080@79 275439@124 284268@297
121        0.0000 0.0000	
122        0.0000 0.0000	
123        0.0000 0.0000	
124        0.0000 0.0000	
125        0.0035 0.0035	38941@286
126        0.0000 0.0000	
127        0.0028 0.0028	68212@355
128        0.0095 0.0095	306190@105
129        0.0000 0.0000	
130        0.0000 0.0000	
131        0.0061 0.0031	116901@321 125624@324 69843@328
132        0.0107 0.0130	322631@77 157555@240
133        0.0000 0.0000	
134        0.0000 0.0000	
135        0.0033 0.0025	165178@408 371835@482
136        0.0000 0.0000	
137        0.0000 0.0000	
138        0.0082 0.0082	117734@122
139        0.0057 0.0057	343684@175
140        0.0000 0.0000	
141        0.0091 0.0091	38941@110
142        0.5035 1.0000	56926@1 70550@289
143        0.0000 0.0000	
144        0.0297 0.0294	12985@34 307202@58 244143@110 261596@144
145        0.0000 0.0000	
146        0.0091 0.0091	255589@110
147        0.1233 0.1667	6622@6 216927@17 42614@29 288130@38
148        0.0120 0.0120	307943@83
149        0.0051 0.0051	305173@196
150        0.0000 0.0000	
151        0.0000 0.0000	
152        0.0000 0.0000	
153        0.3414 1.0000	42428@1 185028@178 75497@234
154        0.0000 0.0000	
155        0.0000 0.0000	
156        0.0214 0.0182	137184@55 70687@81
157        0.0000 0.0000	
158        0.0000 0.0000	
159        0.0000 0.0000	
160        0.0000 0.0000	
161        0.1727 0.2500	91177@4 315812@9 24825@16 165401@22 243769@31 86545@180
162        0.0000 0.0000	
163        0.0000 0.0000	
164        0.0000 0.0000	
165        0.0096 0.0096	219794@104
166        0.0169 0.0091	350475@110 322415@120 41965@121
167        0.0087 0.0115	224392@87 364008@337
168        0.0000 0.0000	
169        0.0000 0.0000	
170        0.0192 0.0192	234921@52
171        0.0000 0.0000	
172        0.0312 0.0312	352923@32
173        0.0000 0.0000	
174        0.0000 0.0000	
175        0.0000 0.0000	
176        0.0000 0.0000	
177        0.0000 0.0000	
178        0.0000 0.0000	
179        0.0000 0.0000	
180        0.0303 0.0303	177172@33
181        0.0000 0.0000	
182        0.0000 0.0000	
183        0.1667 0.1667	72350@6
184        0.0000 0.0000	
185        0.0000 0.0000	
186        0.0100 0.0075	302247@133 302369@161
187        0.0000 0.0000	
188        0.0306 0.0500	117622@20 289214@85 292545@98 313281@220
189        0.0185 0.0185	40539@54
190        0.0000 0.0000	
191        0.0000 0.0000	
192        0.0000 0.0000	
193        0.0000 0.0000	
194        0.0000 0.0000	
195        0.0000 0.0000	
196        0.0152 0.0152	288638@66
197        0.0357 0.0357	43172@28
198        0.0000 0.0000	
199        0.0000 0.0000	
200        0.0000 0.0000	
201        0.0000 0.0000	
202        0.0249 0.0256	319911@39 91177@106 14397@116 217471@137
203        0.0000 0.0000	
204        0.0077 0.0059	315812@170 68212@243 12985@330
205        0.0077 0.0077	95414@130
206        0.0000 0.0000	
207        0.0000 0.0000	
208        0.0109 0.0109	25150@92
209        0.0000 0.0000	
210        0.0059 0.0042	68212@236 212702@264
211        0.0000 0.0000	
212        0.0000 0.0000	
213        0.0172 0.0172	62430@58
214        0.0099 0.0118	123266@85 234109@250
215        0.0100 0.0081	138917@124 363719@224 204931@231
216        0.0000 0.0000	
217        0.0164 0.0164	296684@61
218        0.0000 0.0000	
219        0.0000 0.0000	
220        0.0152 0.0152	172111@66
221        0.0189 0.0189	203143@53
222        0.0359 0.0769	332338@13 184367@41 12985@219 177172@224 101650@227
223        0.0000 0.0000	
224        0.0000 0.0000	
225        0.0000 0.0000	
226        0.0000 0.0000	
227        0.0000 0.0000	
228        0.0000 0.0000	
229        0.0000 0.0000	
230        0.0000 0.0000	
231        0.0000 0.0000	
232        0.0000 0.0000	
233        0.0000 0.0000	
234        0.0000 0.0000	
235        0.0025 0.0025	138672@403
236        0.0000 0.0000	
237        0.0000 0.0000	
238        0.0052 0.0052	2817@191
239        0.0000 0.0000	
240        0.0000 0.0000	
241        0.0000 0.0000	
242        0.3873 0.3333	155424@3 186533@5 333064@7
243        0.0204 0.0204	375308@49
244        0.0000 0.0000	
245        0.0000 0.0000	
246        0.0000 0.0000	
247        0.0000 0.0000	
248        0.0000 0.0000	
249        0.0217 0.0217	347348@46
250        0.0161 0.0161	186533@62
251        0.0000 0.0000	
252        0.0079 0.0109	178938@92 169838@400
253        0.0294 0.0294	234064@34
254        0.5056 1.0000	145576@1 239164@177
255        0.0000 0.0000	
256        0.0000 0.0000	
257        0.0000 0.0000	
258        0.0112 0.0099	25150@101 288653@160
259        0.0262 0.0333	286247@30 269057@74 194549@143 295970@144 274231@178 100985@298
260        0.0487 0.0455	99944@22 309280@42 375397@55 351396@85
261        0.1429 0.1429	191113@7
262        0.0082 0.0063	242151@160 38941@270 334240@276
263        0.0044 0.0040	68212@252 217471@414
264        0.0000 0.0000	
265        0.0120 0.0088	219990@114 378702@127 203980@203 229332@453
266        0.0081 0.0061	293008@163 84774@277 114550@309 317418@421
267        0.0000 0.0000	
268        0.0000 0.0000	
269        0.0149 0.0149	121725@67
270        0.0000 0.0000	
271        0.0120 0.0133	311856@75 221730@189
272        0.0091 0.0061	241705@163 24825@167
273        0.0000 0.0000	
274        0.0000 0.0000	
275        0.0262 0.0556	267223@18 326130@217 195856@218
276        0.0321 0.0303	57755@33 219428@59
277        0.0040 0.0040	280507@253
278        0.0087 0.0059	304867@170 59574@175
279        0.0000 0.0000	
280        0.0000 0.0000	
281        0.0833 0.0833	275265@12
282        0.0000 0.0000	
283        0.0000 0.0000	
284        0.0000 0.0000	
285        0.0063 0.0063	65276@159
286        0.0083 0.0068	81415@147 324455@205
287        0.0000 0.0000	
288        0.0278 0.0278	154276@36
289        0.0000 0.0000	
290        0.0909 0.0909	112441@11
291        0.0000 0.0000	
292        0.0000 0.0000	
293        0.0208 0.0208	216172@48
294        0.0222 0.0222	238136@45
295        0.0000 0.0000	
296        0.0034 0.0034	359353@298
297        0.0000 0.0000	
298        0.0046 0.0046	6969@218
299        0.0064 0.0061	145422@163 182953@303
300        0.0000 0.0000	
301        0.0000 0.0000	
302        0.0067 0.0067	292380@150
303        0.0032 0.0032	243769@316
304        0.0422 0.0769	360328@13 75636@264
305        0.0000 0.0000	
306        0.0000 0.0000	
307        0.0000 0.0000	
308        0.0000 0.0000	
