MAP 0.0587784701309
MrecR 0.0738333452605
1          0.1588 0.2000	68212@5 87433@17
2          0.5312 1.0000	243463@1 114601@32
3          1.0000 1.0000	14397@1
4          0.0000 0.0000	
5          0.0931 0.1667	69523@6 364455@102
6          0.0000 0.0000	
7          0.0000 0.0000	
8          0.1484 0.1429	12985@7 319911@13
9          0.2000 0.2000	189725@5
10         0.0278 0.0278	147298@36
11         0.0000 0.0000	
12         0.0000 0.0000	
13         0.0042 0.0042	366904@237
14         0.0000 0.0000	
15         0.0000 0.0000	
16         0.0294 0.0294	211334@34
17         0.0167 0.0167	245012@60
18         0.0286 0.0286	314086@35
19         0.0000 0.0000	
20         0.4461 1.0000	307098@1 348798@7 201768@57
21         0.0000 0.0000	
22         0.0000 0.0000	
23         0.0000 0.0000	
24         0.0000 0.0000	
25         0.3127 0.3333	68212@3 87433@4 248603@10 221730@34
26         0.0000 0.0000	
27         0.0000 0.0000	
28         0.2255 0.3333	91177@3 14397@17
29         0.0000 0.0000	
30         0.0000 0.0000	
31         0.0090 0.0090	192425@111
32         0.0000 0.0000	
33         0.2585 0.5000	123630@2 25150@7 192716@15 37133@21 115162@43
34         0.0000 0.0000	
35         0.0415 0.0303	167661@33 288653@38
36         0.2500 0.2500	12985@4
37         0.0500 0.0500	14397@20
38         0.0000 0.0000	
39         0.0981 0.1000	24825@10 165401@18 314086@36
40         0.0000 0.0000	
41         0.0417 0.0417	14397@24
42         0.0000 0.0000	
43         0.0397 0.0294	34195@34 178632@40
44         0.0000 0.0000	
45         0.0000 0.0000	
46         0.0000 0.0000	
47         0.2000 0.2000	122591@5
48         0.0000 0.0000	
49         0.0000 0.0000	
50         0.0000 0.0000	
51         0.0000 0.0000	
52         0.0000 0.0000	
53         0.0185 0.0185	96291@54
54         0.0000 0.0000	
55         0.0000 0.0000	
56         0.0000 0.0000	
57         0.0000 0.0000	
58         0.0000 0.0000	
59         0.0000 0.0000	
60         0.0000 0.0000	
61         0.0000 0.0000	
62         0.0000 0.0000	
63         0.0000 0.0000	
64         0.0101 0.0101	152219@99
65         0.0000 0.0000	
66         0.0400 0.0400	8402@25
67         0.3238 0.3333	52478@3 364125@6 186533@7 142093@20
68         0.0000 0.0000	
69         0.0000 0.0000	
70         0.1027 0.1429	87433@7 16220@32
71         0.0141 0.0141	370454@71
72         0.0500 0.0500	220258@20
73         0.5417 1.0000	310606@1 359892@24
74         0.0000 0.0000	
75         0.0000 0.0000	
76         0.0000 0.0000	
77         0.0273 0.0189	276551@53 303749@56
78         0.0897 0.1111	31349@9 255057@26 35337@37
79         0.5000 0.5000	48332@2
